contract,network,type,rating,total_ratings,website,google_url,name,phone_number,status
30677906,Master Ouro,Clinicas,2.5,20,http://centromediconilopolis.com/,https://maps.google.com/?cid=11649463972208503852,Policlínica Mirandela,(21) 2691-7616,OPERATIONAL
30677914,Master Ouro,Clinicas,4.8,28,https://instagram.com/centrodemedicinaintegrada?igshid=1fwhf8tcqsvp9,https://maps.google.com/?cid=8541010839150140325,Centro de Medicina Integrada,(21) 3988-1116,OPERATIONAL
30677917,Master Ouro,Clinicas,3.7,16,http://clinicagastros.com.br/,https://maps.google.com/?cid=13797292067650800888,Gastro S Clínica Cirúrgica do Aparelho,(11) 2229-9090,OPERATIONAL
30677920,Master Ouro,Clinicas,3.7,3,http://www.wiltoncardozo.com.br/,https://maps.google.com/?cid=4176889097255173325,Gastroclínica,(11) 2440-4592,OPERATIONAL
30677922,Master Ouro,Clinicas,5.0,11,http://www.greco.med.br/,https://maps.google.com/?cid=16896895420178527271,Clínica Dr. Greco,(11) 5054-3879,OPERATIONAL
30677926,Master Ouro,Clinicas,3.1,15,,https://maps.google.com/?cid=354314088791762554,Espaço Médico Especializado,(11) 3681-9389,OPERATIONAL
30677927,Master Ouro,Clinicas,4.2,72,http://www.clinicazanaga.com.br/,https://maps.google.com/?cid=8052945569858399128,Clínica Zanaga,(11) 5524-3807,OPERATIONAL
30677928,Master Ouro,Clinicas,4.7,15,https://clinicadeolhoshiguchi.com.br/,https://maps.google.com/?cid=8837885208640876612,Clínica de Olhos Higuchi,(11) 3285-1214,OPERATIONAL
30677933,Master Ouro,Clinicas,4.6,54,http://eyeinstitute.com.br/,https://maps.google.com/?cid=11628949092470571417,Santa Cruz Eye Institute,(11) 5085-1212,OPERATIONAL
30677934,Master Ouro,Clinicas,4.2,25,http://www.espacoalternativo.com.br/,https://maps.google.com/?cid=17587401513198669379,Espaço Alternativo Fisioterapia,(11) 4191-6402,OPERATIONAL
30677936,Master Ouro,Hospitais,4.4,73,https://www.dolhos.com.br/,https://maps.google.com/?cid=5982551377256921567,D’Olhos Hospital Dia,(17) 3201-9999,OPERATIONAL
30677937,Master Ouro,Clinicas,4.6,34,,https://maps.google.com/?cid=18159106927395989630,Mário Goto Nomura,(11) 4221-8778,OPERATIONAL
30677942,Master Ouro,Clinicas,2.9,56,http://www.clinicadedicare.com.br/,https://maps.google.com/?cid=13385975390001032363,Clínica Dedicare,(51) 3307-9082,OPERATIONAL
30677949,Master Ouro,Clinicas,4.0,35,https://www.instagram.com/clinicafisioterapiaintegrada/,https://maps.google.com/?cid=18123843495342276356,Fisioterapia Integrada,(11) 4184-9229,OPERATIONAL
30677952,Master Ouro,Clinicas,4.0,43,http://www.molerooftalmologia.com.br/,https://maps.google.com/?cid=1948135526891944857,MOLERO OFTALMOLOGIA,(11) 3652-0381,OPERATIONAL
30677955,Master Ouro,Clinicas,3.0,24,,https://maps.google.com/?cid=7841707137697505311,cintia pereira,(11) 2283-5598,OPERATIONAL
30677958,Master Ouro,Clinicas,4.7,13,https://clinica.faba.edu.br/,https://maps.google.com/?cid=4280200098215954330,Clínica Bezerra de Araújo,(21) 2412-1936,OPERATIONAL
30677975,Master Ouro,Clinicas,3.3,12,https://oftalmoguarulhos.com.br/,https://maps.google.com/?cid=1430851093875771558,CEOG Centro Oftamológico Guarulhos - Oftalmo Guarulhos,(11) 2408-3054,OPERATIONAL
30677977,Master Ouro,Clinicas,4.6,16,http://www.memorialoftalmo.com.br/,https://maps.google.com/?cid=14409647856241471793,Memorial Oftalmo,(81) 3366-2888,OPERATIONAL
30677980,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=18293835125335274923,Belfort Mattos Instituto de Olhos,(11) 3082-4545,OPERATIONAL
30677988,Master Ouro,Clinicas,4.1,25,http://www.clinicaangelucci.com.br/,https://maps.google.com/?cid=9431896023413256680,Clinica Angelucci Oftalmo&Otorrino SBC/SP,(11) 4121-3299,OPERATIONAL
30677989,Master Ouro,Clinicas,3.2,9,http://drdanielaranha.com.br/,https://maps.google.com/?cid=2807212759700736018,Dr. Daniel G. Aranha Campos,(11) 2605-7697,CLOSED_TEMPORARILY
30677990,Master Ouro,Clinicas,3.8,10,http://www.imunoderm.com.br/,https://maps.google.com/?cid=3956860994143427775,Imunoderm Ilha,(21) 3353-1642,OPERATIONAL
30677994,Master Ouro,Clinicas,3.5,36,https://saude-pura-e-simples-clinica-medica.negocio.site/,https://maps.google.com/?cid=17014223839453063365,Pura e Simples Consultórios,(11) 3473-0413,OPERATIONAL
30677995,Master Ouro,Clinicas,3.0,2,https://ophtalmologica.com.br/,https://maps.google.com/?cid=3887273117837020317,Ophtalmologica Clínica de Olhos,(31) 3222-9958,OPERATIONAL
30677997,Master Ouro,Clinicas,4.9,10,https://www.visual.med.br/,https://maps.google.com/?cid=14129074077525808162,CLIHON - VisualMed - Medicina da Visão,(71) 3341-5340,OPERATIONAL
30678001,Master Ouro,Hospitais,4.8,377,https://www.americasoftalmocenter.com/,https://maps.google.com/?cid=915435530945876154,Americas Oftalmocenter - Clínica Oftalmológica na Barra da Tijuca RJ,(21) 2496-1161,OPERATIONAL
30678002,Master Ouro,Clinicas,5.0,3,,https://maps.google.com/?cid=3197427616868890736,Lúcia E Danilo - Clinica Médica Homeopática,(21) 98813-1375,OPERATIONAL
30678003,Master Ouro,Clinicas,2.7,40,http://www.imme.com.br/,https://maps.google.com/?cid=6817509994319799138,Imme,(75) 3625-0077,OPERATIONAL
30678004,Master Ouro,Diagnósticos,4.1,41,,https://maps.google.com/?cid=1405165545151726822,Clínica de Mama,(84) 3213-8072,OPERATIONAL
30678007,Master Ouro,Clinicas,4.4,88,http://www.ipafir.com.br/,https://maps.google.com/?cid=11943880986873557634,Instituto Paulista de Fisioterapia e Reabilitação,(11) 5594-5782,OPERATIONAL
30678015,Master Ouro,Clinicas,5.0,3,http://www.azfonseca.com.br/,https://maps.google.com/?cid=14291923499581950223,Dr. Alexandre Zanchenko Fonseca,(11) 3251-2469,OPERATIONAL
30678016,Master Ouro,Clinicas,2.6,17,,https://maps.google.com/?cid=6539716420819458068,CLIDAC,(71) 3621-7700,OPERATIONAL
30678018,Master Ouro,Clinicas,3.4,22,http://cnes2.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=3304555353750,https://maps.google.com/?cid=10127500775634052130,Centro Oftalmológico Vila da Penha,(21) 3351-8792,OPERATIONAL
30678019,Master Ouro,Clinicas,3.3,85,https://www.facebook.com/Assist%C3%AAncia-M%C3%A9dica-Guimar%C3%A3es-Sachetto,https://maps.google.com/?cid=14288963224323258756,Assistência Médica Guimarães Sachetto,(11) 2097-2900,OPERATIONAL
30678020,Master Ouro,Clinicas,4.2,5,,https://maps.google.com/?cid=9598976516271644178,Clinica e Cirurgia de Olhos Dr Humberto Schwartz Filho Ltda,(41) 3224-7624,OPERATIONAL
30678021,Master Ouro,Clinicas,5.0,4,,https://maps.google.com/?cid=12217312087991811960,Centro Avançado de Dermatologia Roberta Teixeira,(21) 3152-6003,OPERATIONAL
30678025,Master Ouro,Clinicas,4.1,9,,https://maps.google.com/?cid=12266461836134093785,Neuroclinica Ipiranga S C,(11) 4727-7349,OPERATIONAL
30678027,Master Ouro,Clinicas,3.9,138,http://www.jardimdiagnostica.com.br/,https://maps.google.com/?cid=6140040164313398641,JARDIM MEDICINA DIAGNOSTICA,(11) 2355-1222,OPERATIONAL
30678028,Master Ouro,Clinicas,5.0,2,http://www.clifisa.com/,https://maps.google.com/?cid=4021153868729281414,CLIFISA - Clínica de fisioterapia e acupuntura,(87) 3831-3992,OPERATIONAL
30678035,Master Ouro,Clinicas,5.0,1,http://www.iclinic.med.br/principal_1.html,https://maps.google.com/?cid=14616078083169335049,iClinic,(24) 2222-4512,OPERATIONAL
30678036,Master Ouro,Clinicas,4.3,12,http://www.clinicakodama.com.br/,https://maps.google.com/?cid=11458507263895698806,Clínica Kodama-Jervásio,(11) 2538-4199,OPERATIONAL
30678045,Master Ouro,Clinicas,3.6,9,http://www.facebook.com/fisioterapia.topfisio,https://maps.google.com/?cid=16122280201028024496,Top Fisio Clínica de Fisioterapia,(13) 3019-2709,OPERATIONAL
30678047,Master Ouro,Clinicas,3.7,83,http://www.clinicatrinutrix.com.br/,https://maps.google.com/?cid=6257482729245142504,Clínica Trinutrix - Nutrição e Saúde,(31) 3423-3553,OPERATIONAL
30678054,Master Ouro,Clinicas,4.1,78,http://serenapsicologia.com.br/,https://maps.google.com/?cid=12555636854468904865,Clínica de Psicologia em Brasília | Serena Psicologia,(61) 3346-7118,OPERATIONAL
30678056,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=9275488907902062947,Luac 1 Consultório Médico,,OPERATIONAL
30678057,Master Ouro,Clinicas,5.0,31,https://www.oftalmojb.com.br/,https://maps.google.com/?cid=7073202449803857074,Centro Oftalmológico Jardim Botânico - Cirurgia de Catarata - Plástica Ocular,(21) 2511-3997,OPERATIONAL
30678062,Master Ouro,Clinicas,3.8,4,http://www.clinicaoftalmed.com.br/,https://maps.google.com/?cid=13814579169841314264,Oftalmed Serviços Médicos,(11) 4224-6615,OPERATIONAL
30678064,Master Ouro,Clinicas,4.1,31,http://www.dreamcare.com.br/,https://maps.google.com/?cid=15935762009616102388,Dream Care Clínica do Sono,(21) 3586-7956,OPERATIONAL
30678065,Master Ouro,Clinicas,3.6,38,,https://maps.google.com/?cid=9716901232116166378,Bebê Help,(21) 3733-5151,OPERATIONAL
30678066,Master Ouro,Clinicas,4.9,21,https://otorrinogarrafa.com.br/,https://maps.google.com/?cid=8006715343445304329,Clínica de Otorrinolaringologia - Garrafa,(11) 5082-5082,OPERATIONAL
30678071,Master Ouro,Clinicas,3.7,32,,https://maps.google.com/?cid=16099764605144781323,ALPHAGYN CLINICA DE GINECOLOGIA E OBSTETRÍCIA,(11) 96922-1378,OPERATIONAL
30678074,Master Ouro,Clinicas,,0,https://salzclinica.com.br/,https://maps.google.com/?cid=15788772398016749261,salz Clínica,(11) 4292-3060,OPERATIONAL
30678078,Master Ouro,Clinicas,3.0,42,https://www.instagram.com/clinicarosasdeterapia?r=nametag,https://maps.google.com/?cid=3694928607857790415,Clínica Rosas de Terapia,(11) 4332-8390,OPERATIONAL
30678079,Master Ouro,Clinicas,3.4,74,http://iolhostaguatinga.com.br/,https://maps.google.com/?cid=15970051503510782538,Instituto de Olhos de Taguatinga,(61) 3351-3183,OPERATIONAL
30678082,Master Ouro,Clinicas,3.8,580,http://www.policlinicasalud.com.br/,https://maps.google.com/?cid=652272742620100516,Policlínica Salud,(31) 3115-8600,OPERATIONAL
30678087,Master Ouro,Clinicas,3.8,26,http://carabed.wix.com/cons,https://maps.google.com/?cid=727158719424426629,Clínica Médica Dr. Carabed,(11) 3976-7070,OPERATIONAL
30678093,Master Ouro,Clinicas,4.7,16,,https://maps.google.com/?cid=3296246830033938490,Dr. Aguinaldo Bonalumi - Dermatologista,(41) 3016-5579,OPERATIONAL
30678095,Master Ouro,Diagnósticos,4.4,7,http://espacocardiologico.com.br/,https://maps.google.com/?cid=1376173345423900606,Espaço Cardiológico,(31) 3297-0249,OPERATIONAL
30678098,Master Ouro,Clinicas,2.7,7,,https://maps.google.com/?cid=17176610861447335443,Psgª Rita de Cassia Dalavia Psicologia,(21) 3350-0418,OPERATIONAL
30678106,Master Ouro,Clinicas,5.0,1,,https://maps.google.com/?cid=9106711874305235219,Vascular Surgery and Rheumatology,(11) 4221-5549,OPERATIONAL
30678113,Master Ouro,Clinicas,,0,http://coi-olhos.com.br/oftalmologia/,https://maps.google.com/?cid=12356881525492489172,Centro Oftalmológico de Ipanema e Barra,(21) 2239-3347,OPERATIONAL
30678115,Master Ouro,Clinicas,4.7,28,,https://maps.google.com/?cid=14881765846487909346,Clínica Oftalmológica Pimenta Guimarães,(11) 2092-3000,OPERATIONAL
30678119,Master Ouro,Clinicas,4.9,332,https://legcare.com.br/,https://maps.google.com/?cid=16378138920813728023,LegCare - Clínica Médica Vascular R&M,(11) 4221-9436,OPERATIONAL
30678121,Master Ouro,Clinicas,4.3,13,,https://maps.google.com/?cid=12190941025682277837,Jorge Alberto Domingo Garcia,(11) 3681-3914,OPERATIONAL
30678126,Master Ouro,Clinicas,3.9,44,http://www.centroclinicoacras.com.br/,https://maps.google.com/?cid=2603426494126529176,CCA - Centro Clínico Acras,(19) 3894-2613,OPERATIONAL
30678128,Master Ouro,Diagnósticos,3.5,79,http://www.clinicacampinas.com.br/,https://maps.google.com/?cid=14051038820672296226,Clínica Campinas,(19) 3708-9900,OPERATIONAL
30678129,Master Ouro,Clinicas,4.9,30,http://www.clinicashf.com.br/,https://maps.google.com/?cid=15934254932779079354,SHF - Serviços Hospitalares de Fisioterapia,(28) 3536-1838,OPERATIONAL
30678133,Master Ouro,Diagnósticos,1.8,121,https://unimagemdiagnosticos.com.br/,https://maps.google.com/?cid=7193106813573085591,Unimagem,(85) 3003-8888,OPERATIONAL
30678134,Master Ouro,Clinicas,3.7,32,http://www.ismein.com.br/,https://maps.google.com/?cid=5703641081752607252,Ismein Gidrão,(11) 3672-9000,OPERATIONAL
30678138,Master Ouro,Clinicas,4.8,6,http://www.cdto.com.br/,https://maps.google.com/?cid=8352654553602570762,CDTO,(21) 2535-4760,OPERATIONAL
30678141,Master Ouro,Clinicas,3.8,47,http://www.clinicadavila.com.br/,https://maps.google.com/?cid=9164081485166510681,Clínica Médica Vila Guilhermina,(11) 2958-6122,OPERATIONAL
30678142,Master Ouro,Clinicas,4.3,121,http://institutodosonodeosasco.com.br/,https://maps.google.com/?cid=11653385990720488028,Instituto do Sono de Osasco,(11) 3654-0777,OPERATIONAL
30678145,Master Ouro,Hospitais,4.4,69,http://www.clinicaamo.com.br/,https://maps.google.com/?cid=1608327965296654040,AMO Medicina Diagnóstica,(71) 4020-5599,OPERATIONAL
30678149,Master Ouro,Clinicas,4.1,7,,https://maps.google.com/?cid=7977248930300464440,MRC,,OPERATIONAL
30678151,Master Ouro,Clinicas,5.0,244,https://www.mdoftalmo.com.br/,https://maps.google.com/?cid=4488017336441724791,MD Oftalmo,(61) 3366-2798,OPERATIONAL
30678162,Master Ouro,Diagnósticos,5.0,4,,https://maps.google.com/?cid=2901905645543619916,Ortho nutri,(21) 2415-9985,OPERATIONAL
30678163,Master Ouro,Clinicas,,0,https://partocomamor.com.br/,https://maps.google.com/?cid=1500307219335863078,Parto com Amor,(11) 3833-9243,OPERATIONAL
30678169,Master Ouro,Clinicas,3.9,245,http://www.proconsulta.med.br/,https://maps.google.com/?cid=14771836808849988895,Pró Consulta Especialidades Médicas,(19) 3883-1314,OPERATIONAL
30678170,Master Ouro,Clinicas,5.0,4,,https://maps.google.com/?cid=5289284322919733908,Consultórios Esperança,,OPERATIONAL
30678173,Master Ouro,Clinicas,2.7,167,https://www.doutordescontosaude.com/unidades/clinimed,https://maps.google.com/?cid=11301752366797405574,Clinimed LTDA,(11) 3786-1380,OPERATIONAL
30678174,Master Ouro,Clinicas,2.1,7,,https://maps.google.com/?cid=1075897500532158047,Dag Serviços Médicos,(21) 3624-3043,OPERATIONAL
30678177,Master Ouro,Clinicas,4.0,4,http://www.clinicamarcialinhares.com.br/,https://maps.google.com/?cid=14513966436016362458,Marcia Linhares,(21) 2512-6461,OPERATIONAL
30678179,Master Ouro,Clinicas,4.5,23,http://www.clinicalattere.com.br/,https://maps.google.com/?cid=9653205032369047244,Clinica Lattere,(12) 3028-6003,OPERATIONAL
30678188,Master Ouro,Clinicas,4.8,16,,https://maps.google.com/?cid=6991460923229392858,Clínica Professor Carlos Faria,(11) 3086-1065,OPERATIONAL
30678190,Master Ouro,Clinicas,5.0,2,http://www.aptomed.com.br/,https://maps.google.com/?cid=16779869554474646854,Aptomed Saúde Integrada,(11) 2099-1110,OPERATIONAL
30678191,Master Ouro,Clinicas,4.3,125,,https://maps.google.com/?cid=15693330023284018110,Clínica Cadiva,(11) 4799-1121,OPERATIONAL
30678200,Master Ouro,Clinicas,3.0,2,http://www.prosaude.com.br/,https://maps.google.com/?cid=13040955337126636021,Prosaúde,(21) 3715-8800,OPERATIONAL
30678201,Master Ouro,Clinicas,4.0,9,https://oftalmologialargodomachado.com.br/,https://maps.google.com/?cid=4949750148032814019,Oftalmologia Largo do Machado,(21) 2205-3366,OPERATIONAL
30678204,Master Ouro,Clinicas,4.0,13,,https://maps.google.com/?cid=5043582396002000117,DermagiClin,(11) 4721-1809,OPERATIONAL
30678205,Master Ouro,Clinicas,2.4,138,https://nitmed.com.br/,https://maps.google.com/?cid=16942588627436528794,Nitmed Clinica Médica E Medicina Do Trabalho,(21) 2707-3636,OPERATIONAL
30678206,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=15083994104335790469,Brandão Med,(21) 2622-4706,OPERATIONAL
30678207,Master Ouro,Clinicas,4.6,8,,https://maps.google.com/?cid=13430018519216445522,Cemi - Centro de Medicina Integrada,(27) 3325-7070,OPERATIONAL
30678208,Master Ouro,Clinicas,4.0,4,http://www.angiocare.med.br/,https://maps.google.com/?cid=6724207713959420258,Angiocare,(21) 3185-2645,OPERATIONAL
30678216,Master Ouro,Clinicas,4.5,54,,https://maps.google.com/?cid=11211110884804488970,Clínica São Bernardo,(11) 4122-4722,OPERATIONAL
30678224,Master Ouro,Clinicas,3.9,92,http://www.angioclam.com.br/,https://maps.google.com/?cid=9239411370459917599,Angioclam Villas,(71) 3612-8383,OPERATIONAL
30678226,Master Ouro,Clinicas,2.7,82,https://www.hemed.com.br/,https://maps.google.com/?cid=8367398456714392774,Hemed - Clínica Médica,(19) 3878-3669,OPERATIONAL
30678231,Master Ouro,Clinicas,3.2,22,http://www.prontorrino.com.br,https://maps.google.com/?cid=16978932524314573192,Prontorrino,(21) 98824-7214,OPERATIONAL
30678241,Master Ouro,Clinicas,2.6,16,http://fisioaraguaia.com.br/,https://maps.google.com/?cid=10554890367827605599,Clínica de Fisioterapia Araguaia,(11) 4191-6635,OPERATIONAL
30678251,Master Ouro,Clinicas,4.6,59,http://www.quartzlife.com.br/,https://maps.google.com/?cid=9803550801507515190,Quartzlife - Especialidades Médicas,(11) 3404-4508,OPERATIONAL
30678260,Master Ouro,Clinicas,4.6,22,https://clinicacirurgicataguatinga.com.br/,https://maps.google.com/?cid=14732952364192435631,Centro Digestivo de Brasília (CDBr),(61) 3351-0639,OPERATIONAL
30678270,Master Ouro,Clinicas,3.7,70,http://clinicafobe.med.br/,https://maps.google.com/?cid=1355740514840011157,Clinica FOBE,(11) 3459-9180,OPERATIONAL
30678275,Master Ouro,Clinicas,4.3,18,,https://maps.google.com/?cid=7492936005723327534,Clinica Espec Arlete Simao,(11) 3171-1527,OPERATIONAL
30678278,Master Ouro,Clinicas,4.0,5,http://qualifisiodf.com.br/,https://maps.google.com/?cid=10915307849094549608,Qualifisio Serv Fisioterapia e Reabilitação,(61) 3346-3935,OPERATIONAL
30678280,Master Ouro,Diagnósticos,4.1,56,http://www.echoendo.com/,https://maps.google.com/?cid=4265397027336393865,Echoendo Gastroenterologia e Endoscopia Digestiva,(21) 3553-6556,OPERATIONAL
30678283,Master Ouro,Clinicas,4.8,16,https://neurocirurgiasp.com.br/?gmb=t,https://maps.google.com/?cid=17738965221908400858,Centro de dor e neurocirurgia de São Paulo,(11) 97572-5770,OPERATIONAL
30678286,Master Ouro,Clinicas,4.9,14,http://www.cimionline.com.br/,https://maps.google.com/?cid=7436494287820409871,CIMI - Centro Integrado de Medicina Invasiva,(34) 3332-2400,OPERATIONAL
30678293,Master Ouro,Clinicas,3.8,23,,https://maps.google.com/?cid=7387564620801900632,Centro Médico Figueiredo,(11) 3863-7222,OPERATIONAL
30678300,Master Ouro,Clinicas,4.0,16,http://www.facebook.com/clinicacarneiro.br,https://maps.google.com/?cid=17217177878118529956,Clínica Carneiro,(21) 2489-2958,OPERATIONAL
30678302,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=9631090209414553268,Uronit Serviços Médicos,(21) 2705-2663,OPERATIONAL
30678304,Master Ouro,Clinicas,5.0,7,,https://maps.google.com/?cid=7567919276535598724,Dra Ricarda Sandreschi Stelmach,(11) 98573-7497,OPERATIONAL
30678309,Master Ouro,Clinicas,4.1,49,https://wa.me/551122930142?text=Ol%C3%A1%21,https://maps.google.com/?cid=813242210099231575,Clínica de Alergia e Imunologia,(11) 2097-7189,OPERATIONAL
30678312,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=11613633522280511584,IDR-Instituto de Doenças Renais,(27) 3371-2032,OPERATIONAL
30678314,Master Ouro,Clinicas,4.4,19,,https://maps.google.com/?cid=7188805259183143306,Sofis - Sociedade de Fisioterapia,(27) 3315-7584,OPERATIONAL
30678323,Master Ouro,Clinicas,4.4,82,http://www.multiclinicamaissaude.com.br/,https://maps.google.com/?cid=11737372393133528644,Clínica MULTICLINICA MAIS SAUDE - Médicos e Exames,(31) 3823-9598,OPERATIONAL
30678324,Master Ouro,Clinicas,3.8,41,http://www.clinicamaisvoce.com.br/,https://maps.google.com/?cid=14391095288001994678,Clínica Mais Você,(31) 3827-8680,OPERATIONAL
30678330,Master Ouro,Clinicas,3.7,7,,https://maps.google.com/?cid=16561913258896988077,Ginecologia,(11) 3672-6068,OPERATIONAL
30678331,Master Ouro,Diagnósticos,3.4,424,http://www.novadiagnostico.com.br/,https://maps.google.com/?cid=336713260317028694,Nova Diagnóstico por Imagem,(83) 2107-2600,OPERATIONAL
30678337,Master Ouro,Clinicas,1.6,7,,https://maps.google.com/?cid=2545644542121361882,Dr. Cesar Quagio Grassiotto,(11) 5096-2097,OPERATIONAL
30678338,Master Ouro,Clinicas,4.9,80,http://www.fisioflex.com.br/,https://maps.google.com/?cid=15242537610333142732,Fisioflex Clínica Fisioterapia e Pilates,(41) 3385-0936,OPERATIONAL
30678339,Master Ouro,Clinicas,4.3,64,https://www.otoclinicabrasilia.com.br/,https://maps.google.com/?cid=5525830479228708059,Otoclínica Brasília,(61) 3443-3397,OPERATIONAL
30678354,Master Ouro,Clinicas,5.0,3,http://www.oncotrata.com.br/,https://maps.google.com/?cid=6595955825193879988,Oncotrata Ocologia Interativa,(51) 3327-9400,OPERATIONAL
30678358,Master Ouro,Clinicas,4.9,17,,https://maps.google.com/?cid=13351975886192757591,Clinica Especializada Rhinos,(11) 3961-0049,OPERATIONAL
30678360,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=556584882793114665,Clínica Endo,(21) 2431-6815,OPERATIONAL
30678361,Master Ouro,Clinicas,3.3,89,http://www.integralsaudesorocaba.com.br/,https://maps.google.com/?cid=6157187243299803442,Integral Saúde Sorocaba,(15) 3418-3219,OPERATIONAL
30678365,Master Ouro,Clinicas,2.3,6,https://jakelinyvieiragastro.com.br/,https://maps.google.com/?cid=1214632923638953786,Jakeliny Vieira Gastroclínica,(27) 3019-7771,OPERATIONAL
30678368,Master Ouro,Clinicas,3.4,32,http://www.clinicamemorial.com.br/,https://maps.google.com/?cid=679860733763604210,Clínica Memorial,(11) 4148-8843,OPERATIONAL
30678389,Master Ouro,Clinicas,3.6,51,,https://maps.google.com/?cid=10406539256327791933,Paulo Sérgio Sanches Tanaka,(11) 99729-4077,OPERATIONAL
30678399,Master Ouro,Clinicas,3.7,206,http://www.clinicasalux.com.br/,https://maps.google.com/?cid=9507934307407967506,CLINICA SALUX,(15) 3233-8087,OPERATIONAL
30678406,Master Ouro,Clinicas,3.4,24,http://instagram.com/dra.adreissavicente/,https://maps.google.com/?cid=2290829238736181173,Dra.Adreissa Vicente,(22) 2760-3615,OPERATIONAL
30678410,Master Ouro,Clinicas,4.4,50,http://www.cdrb.com.br/,https://maps.google.com/?cid=13165303059950658,Clínica de Doenças Renais de Brasília,(61) 2109-0404,OPERATIONAL
30678413,Master Ouro,Clinicas,4.5,173,https://www.hospitalsiriolibanes.org.br/,https://maps.google.com/?cid=5497918651267400751,Hospital Sírio Libanês - Unidade Itaim,(11) 3394-0200,OPERATIONAL
30678419,Master Ouro,Clinicas,5.0,19,http://www.umani.com.br/,https://maps.google.com/?cid=7294524612677800231,Umani oftalmologia - Clinica Oftalmológica,(11) 3045-1300,OPERATIONAL
30678420,Master Ouro,Clinicas,3.7,40,https://pt-br.facebook.com/PsicoFonoClinic/,https://maps.google.com/?cid=4515729139791628040,Psico Fono Clinic,(11) 2868-0131,OPERATIONAL
30678425,Master Ouro,Clinicas,5.0,3,,https://maps.google.com/?cid=9729967210611955426,Paez Médicos Associados,(11) 2364-3224,OPERATIONAL
30678428,Master Ouro,Clinicas,4.0,12,http://www.icdo.com.br/,https://maps.google.com/?cid=8297708447834851487,Instituto de Cirurgia Digestiva e Obesidade - ICDO,(15) 3202-1409,OPERATIONAL
30678434,Master Ouro,Clinicas,3.5,27,https://www.clinicahailife.com.br/,https://maps.google.com/?cid=805724027027611274,Clinica Hailife _ Unidade Paraiso,(11) 4114-2158,OPERATIONAL
30678438,Master Ouro,Clinicas,4.6,25,https://drrenato-cascapera-jr.negocio.site/?utm_source=gmb&utm_medium=referral,https://maps.google.com/?cid=4464257520279139715,Dr.Renato Cascapera Jr.,(11) 2295-3771,OPERATIONAL
30678440,Master Ouro,Diagnósticos,2.8,19,,https://maps.google.com/?cid=9764132546992171187,Agalma Centro Clínico Terapêutico,(27) 3328-3560,OPERATIONAL
30678445,Master Ouro,Clinicas,4.3,123,http://clinicaevoluir.com.br/,https://maps.google.com/?cid=8640957935786197550,Clinica Evoluir,(27) 3090-9900,OPERATIONAL
30678450,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=16016342463582889561,Fragoso Ferreira Serviços Médicos,(21) 2560-0258,OPERATIONAL
30678452,Master Ouro,Clinicas,3.9,8,,https://maps.google.com/?cid=10222653814342879188,STEPHANY XAVIER DERMATOLOGIA,(27) 3066-3313,OPERATIONAL
30678454,Master Ouro,Clinicas,,0,http://www.mhv.med.br/,https://maps.google.com/?cid=591605971463863559,MHV Serviços Médicos,(11) 3052-3231,OPERATIONAL
30678455,Master Ouro,Clinicas,2.7,23,http://www.grupoequipesaude.com.br/,https://maps.google.com/?cid=9012692961247758261,Centro Clínico VIVA BEM,(61) 3371-0330,OPERATIONAL
30678471,Master Ouro,Clinicas,5.0,9,http://www.oftalmoclinicamoema.com.br/,https://maps.google.com/?cid=9990644681106547985,Oftalmoclinica Moema - Oftalmologia,(11) 5535-2923,OPERATIONAL
30678476,Master Ouro,Diagnósticos,1.4,31,,https://maps.google.com/?cid=16731262015526752186,Assistencia Medica Imagem,(21) 2667-4322,OPERATIONAL
30678477,Master Ouro,Clinicas,4.1,8,http://www.ginam.com.br/,https://maps.google.com/?cid=8142222831309862900,"Dra. Alessandra Mollo, Ginecologista",(11) 99147-8679,OPERATIONAL
30678478,Master Ouro,Clinicas,,0,,https://maps.google.com/?cid=4378797689828656605,Lefisio Home Care,(11) 97640-6534,OPERATIONAL
30678479,Master Ouro,Clinicas,4.4,5,http://www.gastrolifedayhospital.com.br/,https://maps.google.com/?cid=17093150793705151698,Gastro Life Day Hospital-CCVE,(75) 3023-5353,OPERATIONAL
30678481,Master Ouro,Clinicas,3.5,195,http://clinicavivace.com/,https://maps.google.com/?cid=898280981349524004,Clínica Vivace,(61) 3436-1280,OPERATIONAL
30678482,Master Ouro,Clinicas,4.1,146,http://www.clinicacian.com.br/,https://maps.google.com/?cid=2018521717914639405,Clínica Cian Pronto Atendimento Otorrino,(12) 3924-1400,OPERATIONAL
30678483,Master Ouro,Clinicas,4.4,25,,https://maps.google.com/?cid=10308924694258286224,Odontomedic Sabará,(11) 5611-6599,OPERATIONAL
30678494,Master Ouro,Clinicas,5.0,5,,https://maps.google.com/?cid=15328180712525195269,Shirlene Neves do Amaral,(21) 2215-8536,OPERATIONAL
