contract,category
30677456,Consultório Médico/Clínica
30677456,Serviço De Diagnóstico
30677460,Consultório Médico/Clínica
30677464,Consultório Médico/Clínica
30677471,Consultório Médico/Clínica
30677473,Serviço De Terapia
30677476,Consultório Médico/Clínica
30677478,Consultório Médico/Clínica
30677489,Consultório Médico/Clínica
30677496,Consultório Médico/Clínica
30677496,Serviço De Diagnóstico
30677496,Serviço De Terapia
30677498,Consultório Médico/Clínica
30677499,Consultório Médico/Clínica
30677501,Consultório Médico/Clínica
30677505,Consultório Médico/Clínica
30677505,Serviço De Diagnóstico
30677505,Serviço De Terapia
30677512,Serviço De Terapia
30677513,Consultório Médico/Clínica
30677517,Consultório Médico/Clínica
30677522,Consultório Médico/Clínica
30677522,Serviço De Terapia
30677523,Consultório Médico/Clínica
30677523,Serviço De Terapia
30677525,Consultório Médico/Clínica
30677525,Serviço De Diagnóstico
30677525,Serviço De Terapia
30677528,Consultório Médico/Clínica
30677530,Consultório Médico/Clínica
30677530,Serviço De Diagnóstico
30677535,Consultório Médico/Clínica
30677555,Consultório Médico/Clínica
30677556,Serviço De Terapia
30677559,Consultório Médico/Clínica
30677562,Consultório Médico/Clínica
30677564,Consultório Médico/Clínica
30677574,Serviço De Diagnóstico
30677577,Consultório Médico/Clínica
30677577,Serviço De Diagnóstico
30677579,Consultório Médico/Clínica
30677583,Consultório Médico/Clínica
30677586,Consultório Médico/Clínica
30677586,Serviço De Diagnóstico
30677588,Serviço De Diagnóstico
30677593,Consultório Médico/Clínica
30677594,Consultório Médico/Clínica
30677595,Consultório Médico/Clínica
30677595,Serviço De Terapia
30677598,Consultório Médico/Clínica
30677598,Serviço De Terapia
30677601,Serviço De Terapia
30677603,Consultório Médico/Clínica
30677609,Serviço De Terapia
30677611,Consultório Médico/Clínica
30677611,Serviço De Terapia
30677613,Consultório Médico/Clínica
30677614,Consultório Médico/Clínica
30677619,Serviço De Terapia
30677620,Serviço De Terapia
30677625,Consultório Médico/Clínica
30677625,Serviço De Diagnóstico
30677625,Serviço De Terapia
30677626,Serviço De Diagnóstico
30677627,Consultório Médico/Clínica
30677630,Consultório Médico/Clínica
30677632,Consultório Médico/Clínica
30677632,Serviço De Diagnóstico
30677634,Consultório Médico/Clínica
30677634,Serviço De Diagnóstico
30677635,Serviço De Terapia
30677636,Consultório Médico/Clínica
30677636,Serviço De Terapia
30677637,Consultório Médico/Clínica
30677643,Serviço De Terapia
30677647,Consultório Médico/Clínica
30677656,Consultório Médico/Clínica
30677662,Consultório Médico/Clínica
30677662,Serviço De Diagnóstico
30677665,Consultório Médico/Clínica
30677665,Serviço De Diagnóstico
30677670,Consultório Médico/Clínica
30677676,Consultório Médico/Clínica
30677679,Consultório Médico/Clínica
30677679,Serviço De Diagnóstico
30677679,Serviço De Terapia
30677683,Consultório Médico/Clínica
30677686,Consultório Médico/Clínica
30677686,Serviço De Diagnóstico
30677687,Consultório Médico/Clínica
30677687,Serviço De Diagnóstico
30677688,Consultório Médico/Clínica
30677688,Serviço De Terapia
30677692,Serviço De Terapia
30677694,Consultório Médico/Clínica
30677695,Consultório Médico/Clínica
30677700,Consultório Médico/Clínica
30677702,Consultório Médico/Clínica
30677702,Serviço De Diagnóstico
30677703,Consultório Médico/Clínica
30677703,Serviço De Diagnóstico
30677703,Serviço De Terapia
30677706,Consultório Médico/Clínica
30677706,Serviço De Diagnóstico
30677707,Serviço De Terapia
30677718,Consultório Médico/Clínica
30677718,Serviço De Terapia
30677719,Consultório Médico/Clínica
30677720,Serviço De Terapia
30677724,Serviço De Diagnóstico
30677725,Serviço De Diagnóstico
30677727,Serviço De Terapia
30677728,Consultório Médico/Clínica
30677728,Serviço De Terapia
30677730,Consultório Médico/Clínica
30677730,Serviço De Terapia
30677733,Consultório Médico/Clínica
30677738,Consultório Médico/Clínica
30677738,Serviço De Diagnóstico
30677740,Consultório Médico/Clínica
30677740,Serviço De Terapia
30677750,Consultório Médico/Clínica
30677751,Consultório Médico/Clínica
30677754,Consultório Médico/Clínica
30677757,Serviço De Diagnóstico
30677758,Consultório Médico/Clínica
30677761,Consultório Médico/Clínica
30677763,Consultório Médico/Clínica
30677765,Consultório Médico/Clínica
30677765,Serviço De Terapia
30677768,Consultório Médico/Clínica
30677769,Serviço De Terapia
30677778,Consultório Médico/Clínica
30677778,Serviço De Terapia
30677779,Consultório Médico/Clínica
30677779,Serviço De Diagnóstico
30677779,Serviço De Terapia
30677784,Consultório Médico/Clínica
30677784,Serviço De Terapia
30677789,Serviço De Diagnóstico
30677791,Consultório Médico/Clínica
30677793,Consultório Médico/Clínica
30677794,Consultório Médico/Clínica
30677794,Serviço De Diagnóstico
30677794,Serviço De Terapia
30677795,Consultório Médico/Clínica
30677799,Consultório Médico/Clínica
30677799,Serviço De Terapia
30677806,Consultório Médico/Clínica
30677806,Serviço De Terapia
30677808,Serviço De Diagnóstico
30677809,Consultório Médico/Clínica
30677811,Consultório Médico/Clínica
30677814,Consultório Médico/Clínica
30677814,Serviço De Diagnóstico
30677814,Serviço De Terapia
30677818,Serviço De Terapia
30677826,Consultório Médico/Clínica
30677826,Serviço De Diagnóstico
30677827,Consultório Médico/Clínica
30677831,Consultório Médico/Clínica
30677831,Serviço De Diagnóstico
30677831,Serviço De Terapia
30677832,Consultório Médico/Clínica
30677835,Consultório Médico/Clínica
30677838,Consultório Médico/Clínica
30677845,Consultório Médico/Clínica
30677845,Serviço De Diagnóstico
30677846,Consultório Médico/Clínica
30677848,Consultório Médico/Clínica
30677858,Consultório Médico/Clínica
30677858,Serviço De Terapia
30677864,Consultório Médico/Clínica
30677865,Consultório Médico/Clínica
30677865,Serviço De Diagnóstico
30677865,Serviço De Terapia
30677866,Serviço De Terapia
30677873,Consultório Médico/Clínica
30677876,Consultório Médico/Clínica
30677881,Consultório Médico/Clínica
30677881,Serviço De Diagnóstico
30677884,Consultório Médico/Clínica
30677885,Consultório Médico/Clínica
30677885,Serviço De Diagnóstico
30677885,Serviço De Terapia
30677888,Consultório Médico/Clínica
30677896,Consultório Médico/Clínica
30677896,Serviço De Diagnóstico
30677902,Consultório Médico/Clínica
30677906,Consultório Médico/Clínica
30677906,Serviço De Diagnóstico
30677906,Serviço De Terapia
30677914,Consultório Médico/Clínica
30677914,Serviço De Diagnóstico
30677914,Serviço De Terapia
30677917,Consultório Médico/Clínica
30677917,Serviço De Diagnóstico
30677920,Consultório Médico/Clínica
30677920,Serviço De Diagnóstico
30677922,Consultório Médico/Clínica
30677926,Consultório Médico/Clínica
30677927,Consultório Médico/Clínica
30677928,Consultório Médico/Clínica
30677933,Consultório Médico/Clínica
30677934,Serviço De Terapia
30677936,Consultório Médico/Clínica
30677937,Consultório Médico/Clínica
30677942,Consultório Médico/Clínica
30677942,Serviço De Diagnóstico
30677942,Serviço De Terapia
30677949,Serviço De Terapia
30677950,Consultório Médico/Clínica
30677952,Consultório Médico/Clínica
30677955,Consultório Médico/Clínica
30677958,Serviço De Terapia
30677975,Consultório Médico/Clínica
30677977,Consultório Médico/Clínica
30677977,Hospital
30677980,Consultório Médico/Clínica
30677988,Consultório Médico/Clínica
30677989,Consultório Médico/Clínica
30677990,Consultório Médico/Clínica
30677994,Consultório Médico/Clínica
30677994,Serviço De Diagnóstico
30677994,Serviço De Terapia
30677995,Consultório Médico/Clínica
30677997,Consultório Médico/Clínica
30678001,Consultório Médico/Clínica
30678002,Consultório Médico/Clínica
30678003,Consultório Médico/Clínica
30678003,Serviço De Diagnóstico
30678004,Consultório Médico/Clínica
30678007,Serviço De Terapia
30678011,Consultório Médico/Clínica
30678015,Consultório Médico/Clínica
30678016,Consultório Médico/Clínica
30678016,Serviço De Terapia
30678018,Consultório Médico/Clínica
30678019,Consultório Médico/Clínica
30678020,Consultório Médico/Clínica
30678021,Consultório Médico/Clínica
30678025,Consultório Médico/Clínica
30678027,Consultório Médico/Clínica
30678028,Serviço De Terapia
30678035,Consultório Médico/Clínica
30678036,Consultório Médico/Clínica
30678045,Serviço De Terapia
30678047,Serviço De Terapia
30678054,Serviço De Terapia
30678056,Consultório Médico/Clínica
30678057,Consultório Médico/Clínica
30678062,Consultório Médico/Clínica
30678064,Consultório Médico/Clínica
30678064,Serviço De Diagnóstico
30678065,Consultório Médico/Clínica
30678065,Serviço De Terapia
30678066,Consultório Médico/Clínica
30678066,Serviço De Diagnóstico
30678071,Consultório Médico/Clínica
30678074,Consultório Médico/Clínica
30678074,Serviço De Terapia
30678078,Serviço De Terapia
30678079,Consultório Médico/Clínica
30678082,Consultório Médico/Clínica
30678082,Serviço De Diagnóstico
30678082,Serviço De Terapia
30678087,Consultório Médico/Clínica
30678093,Consultório Médico/Clínica
30678095,Consultório Médico/Clínica
30678095,Serviço De Diagnóstico
30678098,Serviço De Terapia
30678106,Consultório Médico/Clínica
30678113,Consultório Médico/Clínica
30678115,Consultório Médico/Clínica
30678119,Consultório Médico/Clínica
30678121,Consultório Médico/Clínica
30678126,Consultório Médico/Clínica
30678126,Serviço De Diagnóstico
30678126,Serviço De Terapia
30678128,Consultório Médico/Clínica
30678128,Serviço De Diagnóstico
30678129,Serviço De Terapia
30678133,Serviço De Diagnóstico
30678134,Consultório Médico/Clínica
30678138,Consultório Médico/Clínica
30678141,Consultório Médico/Clínica
30678141,Serviço De Diagnóstico
30678142,Consultório Médico/Clínica
30678145,Consultório Médico/Clínica
30678145,Serviço De Diagnóstico
30678145,Serviço De Terapia
30678149,Consultório Médico/Clínica
30678151,Consultório Médico/Clínica
30678162,Consultório Médico/Clínica
30678162,Serviço De Diagnóstico
30678162,Serviço De Terapia
30678163,Consultório Médico/Clínica
30678169,Consultório Médico/Clínica
30678170,Consultório Médico/Clínica
30678173,Consultório Médico/Clínica
30678173,Serviço De Diagnóstico
30678174,Consultório Médico/Clínica
30678174,Serviço De Diagnóstico
30678177,Consultório Médico/Clínica
30678179,Consultório Médico/Clínica
30678188,Consultório Médico/Clínica
30678190,Consultório Médico/Clínica
30678191,Consultório Médico/Clínica
30678200,Consultório Médico/Clínica
30678200,Serviço De Diagnóstico
30678200,Serviço De Terapia
30678201,Consultório Médico/Clínica
30678204,Consultório Médico/Clínica
30678205,Consultório Médico/Clínica
30678205,Serviço De Diagnóstico
30678205,Serviço De Terapia
30678206,Consultório Médico/Clínica
30678207,Serviço De Terapia
30678208,Consultório Médico/Clínica
30678216,Serviço De Terapia
30678224,Consultório Médico/Clínica
30678224,Serviço De Diagnóstico
30678226,Consultório Médico/Clínica
30678226,Serviço De Diagnóstico
30678226,Serviço De Terapia
30678231,Consultório Médico/Clínica
30678231,Serviço De Diagnóstico
30678241,Serviço De Terapia
30678251,Consultório Médico/Clínica
30678251,Serviço De Diagnóstico
30678251,Serviço De Terapia
30678260,Consultório Médico/Clínica
30678260,Serviço De Diagnóstico
30678270,Consultório Médico/Clínica
30678275,Consultório Médico/Clínica
30678278,Serviço De Terapia
30678280,Consultório Médico/Clínica
30678280,Serviço De Diagnóstico
30678283,Consultório Médico/Clínica
30678286,Consultório Médico/Clínica
30678286,Serviço De Diagnóstico
30678293,Consultório Médico/Clínica
30678300,Consultório Médico/Clínica
30678302,Consultório Médico/Clínica
30678304,Consultório Médico/Clínica
30678309,Consultório Médico/Clínica
30678312,Consultório Médico/Clínica
30678314,Serviço De Terapia
30678323,Consultório Médico/Clínica
30678324,Consultório Médico/Clínica
30678324,Serviço De Terapia
30678330,Consultório Médico/Clínica
30678331,Serviço De Diagnóstico
30678337,Consultório Médico/Clínica
30678338,Serviço De Terapia
30678339,Consultório Médico/Clínica
30678354,Consultório Médico/Clínica
30678354,Serviço De Terapia
30678358,Consultório Médico/Clínica
30678360,Consultório Médico/Clínica
30678361,Consultório Médico/Clínica
30678365,Consultório Médico/Clínica
30678368,Consultório Médico/Clínica
30678368,Serviço De Diagnóstico
30678368,Serviço De Terapia
30678389,Consultório Médico/Clínica
30678399,Consultório Médico/Clínica
30678399,Serviço De Diagnóstico
30678406,Consultório Médico/Clínica
30678410,Consultório Médico/Clínica
30678413,Consultório Médico/Clínica
30678419,Consultório Médico/Clínica
30678420,Serviço De Terapia
30678425,Consultório Médico/Clínica
30678428,Consultório Médico/Clínica
30678434,Consultório Médico/Clínica
30678438,Consultório Médico/Clínica
30678440,Serviço De Terapia
30678445,Consultório Médico/Clínica
30678445,Serviço De Terapia
30678450,Consultório Médico/Clínica
30678452,Consultório Médico/Clínica
30678454,Consultório Médico/Clínica
30678455,Consultório Médico/Clínica
30678471,Consultório Médico/Clínica
30678476,Serviço De Diagnóstico
30678477,Consultório Médico/Clínica
30678478,Consultório Médico/Clínica
30678479,Consultório Médico/Clínica
30678479,Serviço De Diagnóstico
30678479,Serviço De Terapia
30678481,Consultório Médico/Clínica
30678481,Serviço De Terapia
30678482,Consultório Médico/Clínica
30678482,Serviço De Diagnóstico
30678482,Serviço De Terapia
30678483,Consultório Médico/Clínica
30678494,Consultório Médico/Clínica
30678494,Serviço De Diagnóstico
30678495,Consultório Médico/Clínica
30678496,Consultório Médico/Clínica
30678497,Consultório Médico/Clínica
30678499,Consultório Médico/Clínica
30678499,Serviço De Diagnóstico
30678501,Serviço De Terapia
30678505,Consultório Médico/Clínica
30678511,Consultório Médico/Clínica
30678512,Consultório Médico/Clínica
30678513,Consultório Médico/Clínica
30678513,Serviço De Terapia
30678515,Consultório Médico/Clínica
30678515,Serviço De Terapia
30678516,Consultório Médico/Clínica
30678519,Serviço De Terapia
30678526,Consultório Médico/Clínica
30678526,Serviço De Diagnóstico
30678529,Serviço De Terapia
30678530,Consultório Médico/Clínica
30678531,Consultório Médico/Clínica
30678531,Serviço De Terapia
30678536,Serviço De Terapia
30678538,Consultório Médico/Clínica
30678538,Serviço De Diagnóstico
30678542,Consultório Médico/Clínica
30678542,Serviço De Diagnóstico
30678542,Serviço De Terapia
30678544,Consultório Médico/Clínica
30678546,Serviço De Terapia
30678547,Serviço De Terapia
30678550,Consultório Médico/Clínica
30678551,Consultório Médico/Clínica
30678551,Serviço De Diagnóstico
30678556,Consultório Médico/Clínica
30678568,Consultório Médico/Clínica
30678568,Serviço De Diagnóstico
30678568,Serviço De Terapia
30678572,Serviço De Terapia
30678574,Consultório Médico/Clínica
30678577,Consultório Médico/Clínica
30678582,Consultório Médico/Clínica
30678582,Serviço De Terapia
30678597,Consultório Médico/Clínica
30678597,Serviço De Diagnóstico
30678600,Consultório Médico/Clínica
30678605,Serviço De Terapia
30678617,Consultório Médico/Clínica
30678622,Consultório Médico/Clínica
30678622,Serviço De Terapia
30678623,Consultório Médico/Clínica
30678623,Serviço De Diagnóstico
30678623,Serviço De Terapia
30678624,Consultório Médico/Clínica
30678624,Serviço De Terapia
30678628,Consultório Médico/Clínica
30678628,Hospital
30678629,Consultório Médico/Clínica
30678629,Serviço De Diagnóstico
30678633,Consultório Médico/Clínica
30678634,Consultório Médico/Clínica
30678634,Serviço De Diagnóstico
30678638,Serviço De Terapia
30678639,Consultório Médico/Clínica
30678639,Serviço De Diagnóstico
30678641,Serviço De Terapia
30678644,Serviço De Terapia
30678647,Consultório Médico/Clínica
30678651,Consultório Médico/Clínica
30678651,Serviço De Diagnóstico
30678651,Serviço De Terapia
30678654,Consultório Médico/Clínica
30678655,Serviço De Terapia
30678656,Consultório Médico/Clínica
30678656,Serviço De Diagnóstico
30678670,Serviço De Terapia
30678671,Consultório Médico/Clínica
30678674,Consultório Médico/Clínica
30678674,Pronto-Socorro
30678676,Serviço De Terapia
30678678,Consultório Médico/Clínica
30678680,Consultório Médico/Clínica
30678680,Serviço De Diagnóstico
30678681,Consultório Médico/Clínica
30678681,Serviço De Terapia
30678693,Consultório Médico/Clínica
30678699,Consultório Médico/Clínica
30678699,Serviço De Terapia
30678710,Consultório Médico/Clínica
30678716,Consultório Médico/Clínica
30678716,Serviço De Terapia
30678718,Consultório Médico/Clínica
30678721,Serviço De Diagnóstico
30678722,Consultório Médico/Clínica
30678722,Serviço De Diagnóstico
30678722,Serviço De Terapia
30678723,Consultório Médico/Clínica
30678724,Consultório Médico/Clínica
30678724,Serviço De Terapia
30678734,Consultório Médico/Clínica
30678734,Serviço De Terapia
30678742,Consultório Médico/Clínica
30678744,Consultório Médico/Clínica
30678744,Serviço De Diagnóstico
30678745,Consultório Médico/Clínica
30678755,Consultório Médico/Clínica
30678757,Consultório Médico/Clínica
30678761,Consultório Médico/Clínica
30678764,Consultório Médico/Clínica
30678765,Consultório Médico/Clínica
30678766,Consultório Médico/Clínica
30678766,Serviço De Terapia
30678770,Consultório Médico/Clínica
30678770,Serviço De Diagnóstico
30678780,Serviço De Terapia
30678781,Consultório Médico/Clínica
30678783,Consultório Médico/Clínica
30678783,Serviço De Diagnóstico
30678785,Serviço De Terapia
30678786,Consultório Médico/Clínica
30678787,Consultório Médico/Clínica
30678787,Serviço De Diagnóstico
30678795,Consultório Médico/Clínica
30678796,Consultório Médico/Clínica
30678796,Serviço De Diagnóstico
30678798,Consultório Médico/Clínica
30678805,Consultório Médico/Clínica
30678805,Serviço De Diagnóstico
30678805,Serviço De Terapia
30678807,Consultório Médico/Clínica
30678809,Consultório Médico/Clínica
30678809,Pronto-Socorro
30678813,Consultório Médico/Clínica
30678814,Consultório Médico/Clínica
30678818,Consultório Médico/Clínica
30678818,Serviço De Diagnóstico
30678818,Serviço De Terapia
30678820,Consultório Médico/Clínica
30678820,Serviço De Diagnóstico
30678823,Consultório Médico/Clínica
30678828,Consultório Médico/Clínica
30678830,Consultório Médico/Clínica
30678830,Serviço De Terapia
30678832,Consultório Médico/Clínica
30678833,Consultório Médico/Clínica
30678833,Serviço De Diagnóstico
30678833,Serviço De Terapia
30678834,Serviço De Terapia
30678841,Consultório Médico/Clínica
30678841,Serviço De Diagnóstico
30678841,Serviço De Terapia
30678843,Consultório Médico/Clínica
30678843,Serviço De Diagnóstico
30678843,Serviço De Terapia
30678855,Serviço De Terapia
30678856,Consultório Médico/Clínica
30678860,Consultório Médico/Clínica
30678863,Consultório Médico/Clínica
30678869,Serviço De Terapia
30678874,Serviço De Terapia
30678875,Consultório Médico/Clínica
30678875,Serviço De Diagnóstico
30678875,Serviço De Terapia
30678877,Consultório Médico/Clínica
30678877,Serviço De Diagnóstico
30678886,Serviço De Terapia
30678887,Consultório Médico/Clínica
30678891,Consultório Médico/Clínica
30678891,Serviço De Terapia
30678898,Serviço De Terapia
30678899,Serviço De Terapia
30678904,Consultório Médico/Clínica
30678907,Consultório Médico/Clínica
30678907,Serviço De Diagnóstico
30678907,Serviço De Terapia
30678909,Consultório Médico/Clínica
30678910,Consultório Médico/Clínica
30678920,Consultório Médico/Clínica
30678920,Serviço De Diagnóstico
30678920,Serviço De Terapia
30678924,Serviço De Terapia
30678926,Consultório Médico/Clínica
30678929,Consultório Médico/Clínica
30678929,Serviço De Terapia
30678931,Consultório Médico/Clínica
30678931,Serviço De Diagnóstico
30678931,Serviço De Terapia
30678932,Consultório Médico/Clínica
30678935,Consultório Médico/Clínica
30678937,Serviço De Terapia
30678939,Consultório Médico/Clínica
30678939,Serviço De Diagnóstico
30678940,Consultório Médico/Clínica
30678940,Serviço De Diagnóstico
30678940,Serviço De Terapia
30678942,Consultório Médico/Clínica
30678943,Serviço De Terapia
30678944,Consultório Médico/Clínica
30678946,Consultório Médico/Clínica
30678946,Serviço De Terapia
30678947,Consultório Médico/Clínica
30678947,Serviço De Diagnóstico
30678951,Consultório Médico/Clínica
30678952,Consultório Médico/Clínica
30678954,Consultório Médico/Clínica
30678970,Consultório Médico/Clínica
30678971,Consultório Médico/Clínica
30678989,Consultório Médico/Clínica
30678994,Serviço De Terapia
30678997,Consultório Médico/Clínica
30678997,Serviço De Diagnóstico
30678997,Serviço De Terapia
30679006,Consultório Médico/Clínica
30679009,Consultório Médico/Clínica
30679020,Consultório Médico/Clínica
30679020,Serviço De Terapia
30679023,Serviço De Diagnóstico
30679025,Consultório Médico/Clínica
30679026,Consultório Médico/Clínica
30679028,Serviço De Terapia
30679029,Consultório Médico/Clínica
30679029,Serviço De Diagnóstico
30679029,Serviço De Terapia
30679033,Consultório Médico/Clínica
30679036,Consultório Médico/Clínica
30679044,Consultório Médico/Clínica
30679045,Consultório Médico/Clínica
30679051,Consultório Médico/Clínica
30679051,Serviço De Diagnóstico
30679051,Serviço De Terapia
30679055,Consultório Médico/Clínica
30679060,Consultório Médico/Clínica
30679060,Serviço De Diagnóstico
30679060,Serviço De Terapia
30679064,Consultório Médico/Clínica
30679064,Serviço De Terapia
30679070,Serviço De Terapia
30679072,Consultório Médico/Clínica
30679072,Serviço De Diagnóstico
30679073,Consultório Médico/Clínica
30679075,Consultório Médico/Clínica
30679078,Consultório Médico/Clínica
30679082,Consultório Médico/Clínica
30679082,Serviço De Terapia
30679084,Consultório Médico/Clínica
30679086,Serviço De Terapia
30679088,Serviço De Terapia
30679097,Consultório Médico/Clínica
30679097,Serviço De Diagnóstico
30679103,Serviço De Terapia
30679104,Consultório Médico/Clínica
30679105,Serviço De Terapia
30679106,Serviço De Diagnóstico
30679111,Consultório Médico/Clínica
30679114,Consultório Médico/Clínica
30679114,Serviço De Diagnóstico
30679115,Consultório Médico/Clínica
30679116,Consultório Médico/Clínica
30679116,Serviço De Terapia
30679118,Consultório Médico/Clínica
30679120,Consultório Médico/Clínica
30679123,Consultório Médico/Clínica
30679126,Consultório Médico/Clínica
30679130,Serviço De Terapia
30679134,Serviço De Terapia
30679137,Consultório Médico/Clínica
30679137,Serviço De Diagnóstico
30679138,Serviço De Terapia
30679139,Serviço De Terapia
30679142,Consultório Médico/Clínica
30679168,Serviço De Terapia
30679169,Consultório Médico/Clínica
30679173,Serviço De Terapia
30679179,Consultório Médico/Clínica
30679179,Serviço De Terapia
30679190,Consultório Médico/Clínica
30679193,Consultório Médico/Clínica
30679201,Consultório Médico/Clínica
30679203,Consultório Médico/Clínica
30679205,Consultório Médico/Clínica
30679208,Consultório Médico/Clínica
30679209,Consultório Médico/Clínica
30679209,Serviço De Diagnóstico
30679213,Consultório Médico/Clínica
30679213,Serviço De Terapia
30679214,Serviço De Diagnóstico
30679215,Consultório Médico/Clínica
30679215,Serviço De Terapia
30679218,Consultório Médico/Clínica
30679218,Serviço De Terapia
30679220,Consultório Médico/Clínica
30679221,Consultório Médico/Clínica
30679223,Consultório Médico/Clínica
30679224,Consultório Médico/Clínica
30679227,Consultório Médico/Clínica
30679227,Serviço De Terapia
30679231,Consultório Médico/Clínica
30679231,Serviço De Diagnóstico
30679233,Consultório Médico/Clínica
30679234,Consultório Médico/Clínica
30679238,Consultório Médico/Clínica
30679238,Serviço De Terapia
30679239,Consultório Médico/Clínica
30679239,Serviço De Diagnóstico
30679239,Serviço De Terapia
30679247,Consultório Médico/Clínica
30679250,Consultório Médico/Clínica
30679250,Serviço De Terapia
30679255,Serviço De Terapia
30679258,Consultório Médico/Clínica
30679259,Consultório Médico/Clínica
30679268,Consultório Médico/Clínica
30679268,Serviço De Diagnóstico
30679269,Consultório Médico/Clínica
30679269,Serviço De Diagnóstico
30679277,Consultório Médico/Clínica
30679278,Consultório Médico/Clínica
30679279,Consultório Médico/Clínica
30679284,Consultório Médico/Clínica
30679297,Consultório Médico/Clínica
30679297,Serviço De Terapia
30679300,Consultório Médico/Clínica
30679301,Consultório Médico/Clínica
30679307,Consultório Médico/Clínica
30679309,Consultório Médico/Clínica
30679310,Consultório Médico/Clínica
30679310,Serviço De Diagnóstico
30679310,Serviço De Terapia
30679311,Serviço De Terapia
30679320,Serviço De Terapia
30679331,Consultório Médico/Clínica
30679332,Consultório Médico/Clínica
30679332,Serviço De Terapia
30679338,Consultório Médico/Clínica
30679343,Consultório Médico/Clínica
30679343,Serviço De Diagnóstico
30679347,Consultório Médico/Clínica
30679347,Serviço De Diagnóstico
30679347,Serviço De Terapia
30679349,Consultório Médico/Clínica
30679349,Serviço De Terapia
30679353,Consultório Médico/Clínica
30679353,Serviço De Terapia
30679354,Consultório Médico/Clínica
30679356,Consultório Médico/Clínica
30679364,Serviço De Diagnóstico
30679365,Consultório Médico/Clínica
30679367,Consultório Médico/Clínica
30679371,Consultório Médico/Clínica
30679371,Serviço De Terapia
30679375,Consultório Médico/Clínica
30679377,Consultório Médico/Clínica
30679385,Consultório Médico/Clínica
30679385,Serviço De Diagnóstico
30679386,Consultório Médico/Clínica
30679388,Consultório Médico/Clínica
30679393,Consultório Médico/Clínica
30679399,Consultório Médico/Clínica
30679399,Serviço De Diagnóstico
30679399,Serviço De Terapia
30679400,Consultório Médico/Clínica
30679404,Serviço De Terapia
30679406,Serviço De Diagnóstico
30679408,Consultório Médico/Clínica
30679409,Consultório Médico/Clínica
30679410,Consultório Médico/Clínica
30679412,Consultório Médico/Clínica
30679417,Consultório Médico/Clínica
30679418,Consultório Médico/Clínica
30679418,Serviço De Diagnóstico
30679421,Serviço De Diagnóstico
30679425,Serviço De Terapia
30679441,Consultório Médico/Clínica
30679444,Consultório Médico/Clínica
30679456,Consultório Médico/Clínica
30679465,Consultório Médico/Clínica
30679465,Serviço De Diagnóstico
30679465,Serviço De Terapia
30679466,Serviço De Terapia
30679467,Consultório Médico/Clínica
30679467,Serviço De Diagnóstico
30679469,Consultório Médico/Clínica
30679469,Serviço De Diagnóstico
30679470,Consultório Médico/Clínica
30679473,Consultório Médico/Clínica
30679478,Consultório Médico/Clínica
30679480,Serviço De Terapia
30679486,Consultório Médico/Clínica
30679486,Serviço De Diagnóstico
30679486,Serviço De Terapia
30679488,Consultório Médico/Clínica
30679490,Consultório Médico/Clínica
30679498,Consultório Médico/Clínica
30679508,Consultório Médico/Clínica
30679510,Consultório Médico/Clínica
30679510,Serviço De Diagnóstico
30679510,Serviço De Terapia
30679511,Consultório Médico/Clínica
30679514,Consultório Médico/Clínica
30679523,Consultório Médico/Clínica
30679527,Consultório Médico/Clínica
30679527,Serviço De Terapia
30679529,Serviço De Terapia
30679530,Serviço De Terapia
30679531,Consultório Médico/Clínica
30679531,Serviço De Diagnóstico
30679533,Serviço De Terapia
30679538,Consultório Médico/Clínica
30679539,Consultório Médico/Clínica
30679539,Serviço De Diagnóstico
30679543,Consultório Médico/Clínica
30679546,Consultório Médico/Clínica
30679546,Serviço De Diagnóstico
30679548,Consultório Médico/Clínica
30679548,Serviço De Terapia
30679550,Consultório Médico/Clínica
30679550,Serviço De Terapia
30679557,Consultório Médico/Clínica
30679557,Serviço De Terapia
30679560,Consultório Médico/Clínica
30679562,Consultório Médico/Clínica
30679562,Serviço De Terapia
30679563,Consultório Médico/Clínica
30679564,Consultório Médico/Clínica
30679566,Consultório Médico/Clínica
30679566,Serviço De Terapia
30679568,Consultório Médico/Clínica
30679569,Consultório Médico/Clínica
30679570,Consultório Médico/Clínica
30679572,Consultório Médico/Clínica
30679573,Consultório Médico/Clínica
30679575,Consultório Médico/Clínica
30679575,Serviço De Terapia
30679576,Consultório Médico/Clínica
30679576,Serviço De Diagnóstico
30679576,Serviço De Terapia
30679577,Consultório Médico/Clínica
30679579,Consultório Médico/Clínica
30679580,Consultório Médico/Clínica
30679582,Consultório Médico/Clínica
30679583,Consultório Médico/Clínica
30679583,Serviço De Diagnóstico
30679585,Consultório Médico/Clínica
30679585,Serviço De Diagnóstico
30679593,Consultório Médico/Clínica
30679594,Consultório Médico/Clínica
30679594,Serviço De Diagnóstico
30679595,Consultório Médico/Clínica
30679595,Serviço De Terapia
30679598,Consultório Médico/Clínica
30679598,Serviço De Terapia
30679602,Consultório Médico/Clínica
30679605,Consultório Médico/Clínica
30679606,Consultório Médico/Clínica
30679606,Serviço De Diagnóstico
30679606,Serviço De Terapia
30679609,Consultório Médico/Clínica
30679611,Consultório Médico/Clínica
30679612,Consultório Médico/Clínica
30679612,Serviço De Terapia
30679614,Consultório Médico/Clínica
30679616,Consultório Médico/Clínica
